ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
6141,9980,8703,7946,9644,25756
6209,10384,8586,8666,9495,25839
5913,9831,7945,8836,9455,25456
6051,10224,8098,8109,9245,25717
6107,10494,8332,8621,9279,25233
5964,10202,8488,8849,9299,25466
6079,10134,7782,10013,9411,25459
6165,9656,7848,8580,9461,25571
6201,9495,7743,8773,9800,25840
6063,9818,8221,8886,9118,25443
5915,10256,8224,10023,9217,25384
5914,10373,7783,26417,10354,27852
6744,20510,8091,9199,9209,25404
6155,10159,8117,8345,9277,25230
6037,9768,8123,8552,9334,25326
6089,9836,7764,8642,9795,25836
5789,9876,7930,9515,9355,25276
6183,9981,8154,9421,9237,25701
5931,9867,8155,8442,8939,25266
6137,9924,8068,8663,9806,25652
5931,10151,8088,9605,9447,25758
5822,10070,8257,8569,9159,25169
6057,9950,8187,10301,9489,25792
5914,10010,7796,9893,9324,25388
6034,10010,8146,8523,9000,25037
5855,9838,8173,8398,9140,25233
5884,10015,8544,9072,9214,39508
6526,20527,7540,9402,9658,25332
6227,9901,7774,7941,9351,25527
6170,10054,8146,9714,9065,25177
6023,10269,8529,9813,9515,25442
5929,10482,8743,8926,9163,25011
6160,9877,7672,9083,9102,24780
6141,10482,8307,8584,9420,25771
6207,9958,7810,9271,9139,25170
6083,10211,8489,9148,9309,25429
5860,9564,7773,8999,9428,25603
6168,10144,7753,9385,9307,25541
5870,9713,7695,10050,9159,25348
5946,10283,8246,8813,8834,25022
5962,9673,7639,8233,9033,25238
6019,9796,7806,9340,9753,25427
5930,9374,7476,8718,9289,25377
5939,10154,8107,8566,9267,25504
6071,10489,8178,9047,9156,25261
5974,10087,8134,10457,9174,25430
6437,11485,9362,10279,20612,25923
5872,9946,7992,8361,9680,26113
5918,10234,7838,8948,9351,25092
6039,10263,7698,8934,9393,25827
5895,10058,7586,8596,9387,25624
5977,10180,8367,7958,9392,25301
6048,10212,8099,8366,9319,25249
6020,10027,8068,9787,9166,25211
6103,10330,8290,8917,9308,25380
5879,9930,7940,9111,9323,25622
6052,9732,7890,8799,9535,25599
5869,9880,7663,8712,9371,25824
6234,9952,7550,9932,9349,25458
6194,10120,8367,8908,9610,25870
5938,9703,8032,8757,9002,25019
6343,10370,8321,8826,9949,25914
6061,9967,7342,8684,9368,25419
5927,9880,8342,8378,9308,25392
6003,9549,7870,9693,9548,25832
6085,9689,6934,8335,8996,25287
6611,10780,8760,10483,9781,34831
6196,10162,8165,8285,9354,25185
6099,10469,8632,9130,9111,25351
5922,10246,8238,9016,9031,24909
5984,9672,7880,9127,9658,25842
5975,9969,8390,9311,9066,25032
5994,9825,8108,8580,8829,25119
6015,10025,8182,8687,9626,25311
6178,10225,8153,8931,9412,25638
6022,10103,8046,9542,9598,25651
6095,9795,7488,8956,8815,25272
5823,10104,7869,9278,9204,25339
6070,10293,7578,8486,8979,25084
6065,9683,7793,8877,9393,25493
6062,10420,8747,8942,9388,25402
5946,9921,8201,8240,9664,25735
6050,9669,7450,8599,8949,24826
5777,10252,8090,9335,8953,24604
6195,10015,8274,8899,8942,24863
5941,9712,8323,9322,9367,25580
6025,9939,7305,8417,9781,25396
6090,9795,7962,8822,9148,25192
5931,10170,8382,8881,9186,25313
6028,10321,8353,9602,9264,25640
6027,9693,7858,8740,9422,25690
5891,9884,7712,9344,9037,25308
6201,10128,7898,9163,9208,25419
5999,10344,8487,9082,9036,25274
5997,9842,7882,9080,9190,36351
6151,10893,8477,10094,10025,26670
6570,10340,7895,8836,10456,27768
6522,11171,18787,8344,8968,25508
5940,9778,7921,9386,9041,25190
5961,9660,7371,9354,9106,25023
6064,10107,8370,8372,9664,25793
6137,9730,7847,8764,9518,25595
6011,10192,8160,9231,9188,25282
6068,10198,7494,8265,9223,25121
5912,10303,8437,9708,8899,24739
5968,10105,8068,8146,22599,27392
5923,9961,8188,8697,9337,25101
6042,10348,8563,9975,9354,25400
6161,9784,7231,8254,9834,25712
5981,9750,7698,8592,9264,25439
6034,10213,8208,8370,9169,25755
5757,9825,7531,9173,9079,24950
6358,10236,7631,9423,9665,25498
5878,10387,7947,9427,9292,25621
6030,10001,8327,9415,9010,25127
6083,10040,8064,9109,9615,25893
5938,10112,7692,9372,9528,25709
5864,9894,8017,8606,9116,25340
5770,9695,7845,8604,9538,25382
6080,9980,8452,8473,9783,26244
6234,9770,7299,9350,9214,25318
6041,9748,7846,9532,9295,25131
5852,9527,7830,8726,8865,24632
6108,9989,8534,9458,8900,25076
6004,9703,8058,9053,9019,25096
6187,9831,7231,8670,9654,25431
6125,10214,7778,8324,9103,25500
5746,9790,7944,8244,9026,25046
6144,9698,7746,8910,9234,25565
5927,9660,7597,9052,9369,25285
6017,9690,7669,9075,9521,25432
5986,9983,7491,9029,9231,25599
5950,10215,8261,8829,9360,25492
5990,9987,7810,9216,9470,25695
5938,9808,7743,9055,9242,25524
6033,9751,8157,9518,9342,25654
5761,10344,8426,9307,8838,24819
6303,9639,7483,8347,9440,25327
5982,10043,7955,8455,9570,25810
5981,10507,8894,8271,9000,25357
6041,9863,7999,8763,9485,25436
6270,10458,8313,8786,9288,25155
6053,10084,7790,10333,9480,25545
6050,10018,7841,9194,9484,25761
6291,10063,8433,9114,9292,25245
5859,10159,8188,23558,9817,26901
6418,11330,8796,9309,10323,27870
6466,11006,8523,8764,9822,26957
6601,11484,9704,9321,9863,27574
6336,10734,8833,9742,10287,27794
6664,10955,7834,9678,10252,27592
6513,11528,9128,9817,10159,36292
5961,10149,8291,8186,9257,25341
5896,9839,7957,8439,9327,25734
5943,10009,8038,9152,8888,25073
6039,10243,8444,9222,9367,25624
6034,10109,7738,8876,9639,25863
6135,9792,7843,9225,9760,25882
6034,10250,8393,8739,9375,25350
6152,9903,7800,9688,8975,24650
6243,10079,8316,8631,9513,25503
6077,9890,8028,8374,9185,25090
6165,10290,8451,9061,9312,25210
5952,9828,7843,8416,9412,25460
5965,10140,7907,9072,9535,26017
6103,10158,8153,9685,9664,25916
6086,10113,8244,9547,9810,26014
6139,9681,7244,8484,9150,25198
6042,9689,7888,8365,9264,25162
5967,9932,7996,9142,9296,25375
5809,9463,8034,9350,8747,24852
6177,9744,7775,9524,9575,25644
5887,9801,7808,9420,8856,24705
6056,10138,8001,9442,9853,25479
6156,10130,8138,8307,9355,25293
5843,10091,7462,9414,9264,25252
5905,10236,8063,8713,9379,25338
5903,9788,7997,8854,8904,24958
5931,9732,7641,8331,9137,25285
5989,10611,8619,8782,8844,24706
5949,10161,7685,9583,9306,25663
6036,9767,7553,8827,9288,25538
6095,9779,8168,9186,9692,25564
5881,9943,7709,9419,9209,25357
6242,10104,7860,9719,9263,40296
16166,9993,7901,8594,8772,24754
6063,10088,7609,8225,9468,25664
6138,10291,8403,8415,9448,25692
5921,9696,7885,8735,9591,25660
5869,10099,7915,9070,9347,25702
5969,9797,7980,8676,9100,25184
5945,9616,7946,8662,8856,25116
5960,10115,8115,9481,8945,25039
6074,10044,7800,9097,9404,25018
6286,10042,8097,10601,10048,25847
5952,10040,7963,8921,9697,25427
6239,9809,7878,9153,9841,25527
6105,9929,7819,8621,9205,25271
6038,9925,8073,9389,9126,25377
6159,9698,7739,8669,9303,25307
6059,9997,8164,8277,9148,24825
6177,9847,7483,8535,9133,25409
6135,10022,8087,8179,9586,25652
6003,10068,8192,7970,9441,25381
6077,9877,8376,8792,9420,25540
5879,10025,7581,8529,9432,25492
6090,10047,7814,8443,9282,25515
5868,9870,7630,8234,8643,25200
6094,9662,7653,8662,9480,42142
6318,20868,8121,8659,8987,24765
